ID,Latitude,Longtitude,Province,District,Commune,Sub-regional,Plot,Lot,Site,Forest owner,Land type,Original resources of forest,Date,Priority,Contractor,Status
26690,19.2928,104.233,Nghe An,Ky Son,Na Ngoi,467,5,7,Pu Quac I village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26691,19.292,104.253,Nghe An,Ky Son,Na Ngoi,467,7,7,Pu Quac II village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/7/2020 0:00,High,,Verified
26692,19.2913,104.175,Nghe An,Ky Son,Na Ngoi,465,11,6,Na Ngoi commune,Youth Volunteer Team 10,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/7/2020 0:00,Medium,,Not Verified
26693,19.2912,104.175,Nghe An,Ky Son,Na Ngoi,465,12,7,Tham Hon village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26694,19.2901,104.195,Nghe An,Ky Son,Na Ngoi,465,12,,Tham Hon village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Medium,,Not Verified
26695,19.2886,104.178,Nghe An,Ky Son,Na Ngoi,481,1,5,Na Ngoi commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26696,19.2887,104.18,Nghe An,Ky Son,Na Ngoi,481,1,5,Na Ngoi commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Medium,,Not Verified
26697,19.2885,104.179,Nghe An,Ky Son,Na Ngoi,481,1,5,Na Ngoi commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26698,19.2882,104.18,Nghe An,Ky Son,Na Ngoi,481,1,5,Na Ngoi commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26699,19.2881,104.179,Nghe An,Ky Son,Na Ngoi,481,1,5,Na Ngoi commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26700,19.2881,104.183,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26701,19.2882,104.183,Nghe An,Ky Son,Na Ngoi,481,1,5,Na Ngoi commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26702,19.2881,104.179,Nghe An,Ky Son,Na Ngoi,481,1,5,Na Ngoi commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26703,19.2881,104.18,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26704,19.2882,104.18,Nghe An,Ky Son,Na Ngoi,481,1,5,Na Ngoi commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26705,19.2881,104.182,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26706,19.288,104.179,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26707,19.288,104.179,Nghe An,Ky Son,Na Ngoi,481,1,5,Na Ngoi commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26708,19.2879,104.179,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26709,19.2879,104.179,Nghe An,Ky Son,Na Ngoi,481,1,5,Na Ngoi commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26710,19.2879,104.182,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26711,19.2878,104.18,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26712,19.2878,104.18,Nghe An,Ky Son,Na Ngoi,481,1,5,Na Ngoi commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26713,19.2877,104.182,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26714,19.2878,104.183,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Medium,,Not Verified
26715,19.2876,104.177,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26716,19.2875,104.177,Nghe An,Ky Son,Na Ngoi,481,1,5,Na Ngoi commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26717,19.2876,104.181,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Medium,,Not Verified
26718,19.2872,104.18,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26719,19.2874,104.18,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Medium,,Not Verified
26720,19.2871,104.182,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26721,19.2871,104.183,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26722,19.287,104.176,Nghe An,Ky Son,Na Ngoi,481,1,5,Na Ngoi commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26723,19.2869,104.18,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26724,19.2862,104.185,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26725,19.2861,104.185,Nghe An,Ky Son,Na Ngoi,481,1,5,Na Ngoi commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26726,19.2853,104.159,Nghe An,Ky Son,Na Ngoi,481,3,8,Na Ngoi commune,Youth Volunteer Team 10,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26727,19.2844,104.162,Nghe An,Ky Son,Na Ngoi,481,3,8,Na Ngoi commune,Youth Volunteer Team 10,Area of mountains and land,Plantation forest,7/7/2020 0:00,Medium,,Not Verified
26728,19.2826,104.169,Nghe An,Ky Son,Na Ngoi,481,3,8,Na Ngoi commune,Youth Volunteer Team 10,Area of mountains and land,Plantation forest,7/7/2020 0:00,Medium,,Not Verified
26729,19.2825,104.169,Nghe An,Ky Son,Na Ngoi,481,3,8,Na Ngoi commune,Youth Volunteer Team 10,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26730,19.2814,104.153,Nghe An,Ky Son,Na Ngoi,481,5,2,Tang Phan village,Youth Volunteer Team 10,Area of mountains and land,Plantation forest,7/7/2020 0:00,Medium,,Not Verified
26731,19.2812,104.17,Nghe An,Ky Son,Na Ngoi,481,3,8,Na Ngoi commune,Youth Volunteer Team 10,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26732,19.2812,104.17,Nghe An,Ky Son,Na Ngoi,481,3,8,Na Ngoi commune,Youth Volunteer Team 10,Area of mountains and land,Plantation forest,7/7/2020 0:00,Medium,,Not Verified
26733,19.2773,104.132,Nghe An,Ky Son,Na Ngoi,480,12,2,Xieng Xi village,Youth Volunteer Team 10,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26734,19.2755,104.219,Nghe An,Ky Son,Na Ngoi,466,7,4,Na Cang village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/7/2020 0:00,Medium,,Not Verified
26735,19.2724,104.232,Nghe An,Ky Son,Na Ngoi,495A,1,5,Na Cang village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26736,19.2724,104.232,Nghe An,Ky Son,Na Ngoi,495A,1,3,Na Cang village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26737,19.2715,104.202,Nghe An,Ky Son,Na Ngoi,483,5,2,Tong Khu village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26738,19.2715,104.202,Nghe An,Ky Son,Na Ngoi,483,5,2,Tong Khu village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26739,19.2692,104.27,Nghe An,Ky Son,Na Ngoi,495B,11,3,Huoi Xai village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26740,19.2694,104.269,Nghe An,Ky Son,Na Ngoi,495B,10,4,Huoi Xai village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26741,19.2686,104.227,Nghe An,Ky Son,Na Ngoi,494A,4,9,Na Cang village,Commune People's Committee,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26742,19.2687,104.227,Nghe An,Ky Son,Na Ngoi,494A,4,4,Na Cang village,Commune People's Committee,Mixed rich natural forest on the soil mountain,Natural forest,7/7/2020 0:00,Medium,,Not Verified
26743,19.2684,104.227,Nghe An,Ky Son,Na Ngoi,494A,4,9,Na Cang village,Commune People's Committee,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26744,19.2684,104.227,Nghe An,Ky Son,Na Ngoi,494A,4,4,Na Cang village,Commune People's Committee,Mixed rich natural forest on the soil mountain,Natural forest,7/7/2020 0:00,Medium,,Not Verified
26745,19.2677,104.202,Nghe An,Ky Son,Na Ngoi,483,7,1,Tong Khu village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26746,19.2675,104.203,Nghe An,Ky Son,Na Ngoi,483,7,1,Tong Khu village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Medium,,Not Verified
26747,19.2674,104.235,Nghe An,Ky Son,Na Ngoi,495A,2,10,Pu Quac I village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26748,19.2671,104.202,Nghe An,Ky Son,Na Ngoi,483,7,1,Tong Khu village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26749,19.2669,104.202,Nghe An,Ky Son,Na Ngoi,483,7,1,Tong Khu village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Medium,,Not Verified
26750,19.2668,104.23,Nghe An,Ky Son,Na Ngoi,495A,1,5,Na Cang village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26751,19.2666,104.202,Nghe An,Ky Son,Na Ngoi,483,7,1,Tong Khu village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26752,19.2666,104.202,Nghe An,Ky Son,Na Ngoi,483,7,3,Ka Noi village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26753,19.2663,104.224,Nghe An,Ky Son,Na Ngoi,494A,4,12,Na Cang village,Commune People's Committee,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26754,19.2649,104.24,Nghe An,Ky Son,Na Ngoi,495A,3,10,Pu Quac I village,Board of protection forest management Ky Son,Natural bamboo forest on the soil mountain,Natural forest,7/7/2020 0:00,Medium,,Not Verified
26755,19.2649,104.24,Nghe An,Ky Son,Na Ngoi,495A,3,10,Pu Quac I village,Board of protection forest management Ky Son,Natural bamboo forest on the soil mountain,Natural forest,7/7/2020 0:00,High,,Not Verified
26756,19.2646,104.279,Nghe An,Ky Son,Na Ngoi,495B,12,4,Pu Quac III village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/7/2020 0:00,Medium,,Not Verified
26757,19.2639,104.24,Nghe An,Ky Son,Na Ngoi,495A,3,10,Pu Quac I village,Board of protection forest management Ky Son,Natural bamboo forest on the soil mountain,Natural forest,7/7/2020 0:00,Medium,,Not Verified
26758,19.2626,104.247,Nghe An,Ky Son,Na Ngoi,495A,4,6,Pu Quac II village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26759,19.2622,104.247,Nghe An,Ky Son,Na Ngoi,495A,4,6,Pu Quac II village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26760,19.2609,104.2,Nghe An,Ky Son,Na Ngoi,483,7,3,Ka Noi village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26761,19.2608,104.2,Nghe An,Ky Son,Na Ngoi,483,7,3,Ka Noi village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26762,19.2609,104.242,Nghe An,Ky Son,Na Ngoi,495A,2,10,Pu Quac I village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26763,19.2608,104.242,Nghe An,Ky Son,Na Ngoi,495A,2,10,Pu Quac I village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Medium,,Not Verified
26764,19.2606,104.242,Nghe An,Ky Son,Na Ngoi,495A,2,10,Pu Quac I village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26765,19.2599,104.104,Nghe An,Ky Son,Na Ngoi,489,5,7,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26766,19.2602,104.2,Nghe An,Ky Son,Na Ngoi,483,7,3,Ka Noi village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26767,19.2604,104.242,Nghe An,Ky Son,Na Ngoi,495A,2,10,Pu Quac I village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26768,19.2596,104.104,Nghe An,Ky Son,Na Ngoi,489,5,7,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26769,19.2599,104.242,Nghe An,Ky Son,Na Ngoi,495A,2,10,Pu Quac I village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Medium,,Not Verified
26770,19.2595,104.248,Nghe An,Ky Son,Na Ngoi,495A,6,5,Pu Quac II village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26771,19.2582,104.192,Nghe An,Ky Son,Na Ngoi,483,6,5,Ka Noi village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26772,19.2575,104.19,Nghe An,Ky Son,Na Ngoi,483,6,5,Ka Noi village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26773,19.2578,104.241,Nghe An,Ky Son,Na Ngoi,495A,2,10,Pu Quac I village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26774,19.2576,104.241,Nghe An,Ky Son,Na Ngoi,495A,2,10,Pu Quac I village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26775,19.2558,104.241,Nghe An,Ky Son,Na Ngoi,495A,2,10,Pu Quac I village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26776,19.2543,104.192,Nghe An,Ky Son,Na Ngoi,483,8,7,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26777,19.2543,104.192,Nghe An,Ky Son,Na Ngoi,483,6,7,Ka Noi village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26778,19.2513,104.122,Nghe An,Ky Son,Na Ngoi,490,5,4,Buoc Mu I village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26779,19.2513,104.122,Nghe An,Ky Son,Na Ngoi,490,5,4,Buoc Mu I village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26780,19.2515,104.196,Nghe An,Ky Son,Na Ngoi,483,9,3,Ka Noi village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26781,19.2446,104.234,Nghe An,Ky Son,Na Ngoi,494B,2,8,Na Cang village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26782,19.2438,104.234,Nghe An,Ky Son,Na Ngoi,494B,2,8,Na Cang village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26783,19.3711,104.109,Nghe An,Ky Son,Tay Son,458,3,2,Tay Son commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26784,19.3711,104.109,Nghe An,Ky Son,Tay Son,458,3,2,Tay Son commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26785,19.371,104.109,Nghe An,Ky Son,Tay Son,458,3,2,Tay Son commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26786,19.3357,104.228,Nghe An,Ky Son,Huu Kiem,462,8,3,Huu Kiem commune,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/7/2020 0:00,Medium,,Not Verified
26787,19.2882,104.179,Nghe An,Ky Son,Na Ngoi,481,1,5,Na Ngoi commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/7/2020 0:00,Low,,Not Verified
26788,19.2694,104.161,Nghe An,Ky Son,Na Ngoi,482,3,2,Na Ngoi commune,Youth Volunteer Team 10,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26789,19.2694,104.162,Nghe An,Ky Son,Na Ngoi,482,3,2,Na Ngoi commune,Youth Volunteer Team 10,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26790,19.2693,104.161,Nghe An,Ky Son,Na Ngoi,482,3,2,Na Ngoi commune,Youth Volunteer Team 10,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26791,19.2693,104.161,Nghe An,Ky Son,Na Ngoi,482,3,2,Na Ngoi commune,Youth Volunteer Team 10,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26792,19.2633,104.247,Nghe An,Ky Son,Na Ngoi,495A,4,5,Pu Quac II village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26793,19.2632,104.247,Nghe An,Ky Son,Na Ngoi,495A,4,5,Pu Quac II village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/7/2020 0:00,Low,,Not Verified
26794,19.4059,104.189,Nghe An,Ky Son,Huu Kiem,448,4,3,Na Luong village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26795,19.3554,104.22,Nghe An,Ky Son,Huu Kiem,461,5,15,Dinh Son village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/13/2020 0:00,Medium,,Not Verified
26796,19.3553,104.22,Nghe An,Ky Son,Huu Kiem,461,5,15,Dinh Son village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/13/2020 0:00,Medium,,Not Verified
26797,19.3554,104.22,Nghe An,Ky Son,Huu Kiem,461,5,15,Dinh Son village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/13/2020 0:00,High,,Not Verified
26798,19.3549,104.22,Nghe An,Ky Son,Huu Kiem,461,5,15,Dinh Son village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/13/2020 0:00,High,,Not Verified
26799,19.348,104.241,Nghe An,Ky Son,Huu Kiem,462,4,11,Huu Kiem commune,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/13/2020 0:00,High,,Not Verified
26800,19.345,104.229,Nghe An,Ky Son,Huu Kiem,462,3,9,Huu Kiem commune,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/13/2020 0:00,Medium,,Not Verified
26801,19.3442,104.205,Nghe An,Ky Son,Huu Kiem,461,13,3,Dinh Son 2 village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26802,19.3431,104.182,Nghe An,Ky Son,Huu Kiem,461,10,14,Dinh Son village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26803,19.3431,104.183,Nghe An,Ky Son,Huu Kiem,461,10,14,Dinh Son village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26804,19.3428,104.183,Nghe An,Ky Son,Huu Kiem,461,10,14,Dinh Son village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Medium,,Not Verified
26805,19.3426,104.184,Nghe An,Ky Son,Huu Kiem,461,10,11,Dinh Son village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/13/2020 0:00,Medium,,Not Verified
26806,19.3425,104.184,Nghe An,Ky Son,Huu Kiem,461,10,14,Dinh Son village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26807,19.3424,104.184,Nghe An,Ky Son,Huu Kiem,461,10,14,Dinh Son village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26808,19.3425,104.185,Nghe An,Ky Son,Huu Kiem,461,10,11,Dinh Son village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/13/2020 0:00,Medium,,Not Verified
26809,19.3424,104.185,Nghe An,Ky Son,Huu Kiem,461,10,14,Dinh Son village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26810,19.3423,104.184,Nghe An,Ky Son,Huu Kiem,461,10,14,Dinh Son village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26811,19.3419,104.184,Nghe An,Ky Son,Huu Kiem,461,10,14,Dinh Son village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26812,19.3419,104.184,Nghe An,Ky Son,Huu Kiem,461,10,14,Dinh Son village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26813,19.3419,104.184,Nghe An,Ky Son,Huu Kiem,461,10,14,Dinh Son village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26814,19.3419,104.184,Nghe An,Ky Son,Huu Kiem,461,10,14,Dinh Son village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26815,19.3417,104.156,Nghe An,Ky Son,Tay Son,460,8,14,Tay Son commune,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/13/2020 0:00,Medium,,Not Verified
26816,19.3415,104.184,Nghe An,Ky Son,Huu Kiem,461,10,14,Dinh Son village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Medium,,Not Verified
26817,19.3412,104.183,Nghe An,Ky Son,Huu Kiem,461,10,14,Dinh Son village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26818,19.3412,104.184,Nghe An,Ky Son,Huu Kiem,461,10,14,Dinh Son village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26819,19.3408,104.183,Nghe An,Ky Son,Huu Kiem,461,10,14,Dinh Son village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Medium,,Not Verified
26820,19.34,104.158,Nghe An,Ky Son,Tay Son,459,4,6,Tay Son commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26821,19.3398,104.158,Nghe An,Ky Son,Tay Son,459,4,6,Tay Son commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26822,19.3397,104.158,Nghe An,Ky Son,Tay Son,459,4,6,Tay Son commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26823,19.3393,104.158,Nghe An,Ky Son,Tay Son,459,4,6,Tay Son commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26824,19.3396,104.214,Nghe An,Ky Son,Huu Kiem,461,14,,Dinh Son 2 village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Medium,,Not Verified
